Common Name,Scientific Name,Status,State
Spotted Sandpiper,Actitis macularius,E,Kentucky
Least Flycatcher,Empidonax minimus,E,Kentucky
Great Egret,Ardea alba,T,Kentucky
Little Blue Heron,Egretta caerulea,E,Kentucky
Pied-billed Grebe,Podilymbus podiceps,E,Kentucky
Clubshell,Pleurobema clava,E,Kentucky
Gray Myotis,Myotis grisescens,T,Kentucky
Little Brown Bat,Myotis lucifugus,T,Kentucky
Northern Long-Eared Bat,Myotis septentrionalis,E,Kentucky
Indiana Bat,Myotis sodalis,E,Kentucky
Tricolored Bat,Perimyotis subflavus,T,Kentucky
Lake Sturgeon,Acipenser fulvescens,E,Kentucky
Pallid Sturgeon,Scaphirhynchus albus,E,Kentucky
Mississippi Silverside,Menidia audens,T,Kentucky
Redspotted Sunfish,Lepomis miniatus,T,Kentucky
Lake Chubsucker,Erimyzon sucetta,T,Kentucky
Cypress Minnow,Hybognathus hayi,E,Kentucky
Sturgeon Chub,Macrhybopsis gelida,E,Kentucky
Sicklefin Chub,Macrhybopsis meeki,E,Kentucky
Taillight Shiner,Notropis maculatus,T,Kentucky
Alligator Gar,Atractosteus spatula,E,Kentucky
Cypress Darter,Etheostoma proeliare,T,Kentucky
Three-toed Amphiuma,Amphiuma tridactylum,E,Kentucky
Northern Harrier,Circus hudsonius,T,Kentucky
Hooded Merganser,Lophodytes cucullatus,T,Kentucky
Northern Shoveler,Spatula clypeata,E,Kentucky
Blue-winged Teal,Spatula discors,T,Kentucky
Interior Least Tern,Sternula antillarum athalassos,E,Kentucky
Spotted Sandpiper,Actitis macularius,E,Kentucky
Peregrine Falcon,Falco peregrinus,E,Kentucky
American Coot,Fulica americana,E,Kentucky
Common Gallinule,Gallinula galeata,T,Kentucky
Brown Creeper,Certhia americana,T,Kentucky
Least Flycatcher,Empidonax minimus,E,Kentucky
Great Egret,Ardea alba,T,Kentucky
Little Blue Heron,Egretta caerulea,E,Kentucky
Snowy Egret,Egretta thula,E,Kentucky
Least Bittern,Ixobrychus exilis,T,Kentucky
Yellow-crowned Night-heron,Nyctanassa violacea,T,Kentucky
Black-crowned Night-heron,Nycticorax nycticorax,T,Kentucky
Pied-billed Grebe,Podilymbus podiceps,E,Kentucky
Longsolid,Fusconaia subrotunda,T,Kentucky
Pink Mucket,Lampsilis abrupta,E,Kentucky
Pocketbook,Lampsilis ovata,E,Kentucky
Little Spectaclecase,Leaunio lienosus,T,Kentucky
Ring Pink,Obovaria retusa,E,Kentucky
Orangefoot Pimpleback,Plethobasus cooperianus,E,Kentucky
Sheepnose,Plethobasus cyphyus,E,Kentucky
Pyramid Pigtoe,Pleurobema rubrum,E,Kentucky
Fat Pocketbook,Potamilus capax,T,Kentucky
Bleufer,Potamilus purpuratus,E,Kentucky
Rabbitsfoot,Theliderma cylindrica,E,Kentucky
Alligator Snapping Turtle,Macrochelys temminckii,E,Kentucky
Shrimp Crayfish,Faxonius lancifer,E,Kentucky
Gray-speckled Crayfish,Faxonius palmeri palmeri,E,Kentucky
Painted Devil Crayfish,Lacunicambarus ludovicianus,T,Kentucky
Vernal Crayfish,Procambarus viaeviridis,T,Kentucky
Little Brown Bat,Myotis lucifugus,T,Kentucky
Northern Long-Eared Bat,Myotis septentrionalis,E,Kentucky
Indiana Bat,Myotis sodalis,E,Kentucky
Tricolored Bat,Perimyotis subflavus,T,Kentucky
Cotton Mouse,Peromyscus gossypinus,T,Kentucky
Western Ribbonsnake,Thamnophis proximus proximus,E,Kentucky
Longhead Darter,Percina macrocephala,E,Kentucky
Northern Harrier,Circus hudsonius,T,Kentucky
Hooded Merganser,Lophodytes cucullatus,T,Kentucky
Blue-winged Teal,Spatula discors,T,Kentucky
Spotted Sandpiper,Actitis macularius,E,Kentucky
Peregrine Falcon,Falco peregrinus,E,Kentucky
Brown Creeper,Certhia americana,T,Kentucky
Blackburnian Warbler,Setophaga fusca,T,Kentucky
Golden-winged Warbler,Vermivora chrysoptera,E,Kentucky
Red-breasted Nuthatch,Sitta canadensis,E,Kentucky
Least Flycatcher,Empidonax minimus,E,Kentucky
Great Egret,Ardea alba,T,Kentucky
Least Bittern,Ixobrychus exilis,T,Kentucky
Yellow-crowned Night-heron,Nyctanassa violacea,T,Kentucky
Black-crowned Night-heron,Nycticorax nycticorax,T,Kentucky
Pied-billed Grebe,Podilymbus podiceps,E,Kentucky
Short-eared Owl,Asio flammeus,E,Kentucky
Little Spectaclecase,Leaunio lienosus,T,Kentucky
Kentucky Creekshell,Leaunio ortmanni,E,Kentucky
Gray Myotis,Myotis grisescens,T,Kentucky
Eastern Small-footed Myotis,Myotis leibii,T,Kentucky
Little Brown Bat,Myotis lucifugus,T,Kentucky
Northern Long-Eared Bat,Myotis septentrionalis,E,Kentucky
Indiana Bat,Myotis sodalis,E,Kentucky
Tricolored Bat,Perimyotis subflavus,T,Kentucky
Eastern Slender Glass Lizard,Ophisaurus attenuatus longicaudus,T,Kentucky
Eastern Pinesnake,Pituophis melanoleucus,E,Kentucky
Hooded Merganser,Lophodytes cucullatus,T,Kentucky
Spotted Sandpiper,Actitis macularius,E,Kentucky
Common Gallinule,Gallinula galeata,T,Kentucky
Brown Creeper,Certhia americana,T,Kentucky
Golden-winged Warbler,Vermivora chrysoptera,E,Kentucky
Least Flycatcher,Empidonax minimus,E,Kentucky
Least Bittern,Ixobrychus exilis,T,Kentucky
Yellow-crowned Night-heron,Nyctanassa violacea,T,Kentucky
Pied-billed Grebe,Podilymbus podiceps,E,Kentucky
Elktoe,Alasmidonta marginata,T,Kentucky
Fanshell,Cyprogenia stegaria,E,Kentucky
Snuffbox,Epioblasma triquetra,E,Kentucky
Longsolid,Fusconaia subrotunda,T,Kentucky
Pink Mucket,Lampsilis abrupta,E,Kentucky
Pocketbook,Lampsilis ovata,E,Kentucky
Little Spectaclecase,Leaunio lienosus,T,Kentucky
Round Hickorynut,Obovaria subrotunda,T,Kentucky
Sheepnose,Plethobasus cyphyus,E,Kentucky
Clubshell,Pleurobema clava,E,Kentucky
Pyramid Pigtoe,Pleurobema rubrum,E,Kentucky
Salamander Mussel,Simpsonaias ambigua,T,Kentucky
Purple Lilliput,Toxolasma lividum,E,Kentucky
Virginia Big-eared Bat,Corynorhinus townsendii virginianus,E,Kentucky
Eastern Small-footed Myotis,Myotis leibii,T,Kentucky
Little Brown Bat,Myotis lucifugus,T,Kentucky
Northern Long-Eared Bat,Myotis septentrionalis,E,Kentucky
Indiana Bat,Myotis sodalis,E,Kentucky
Tricolored Bat,Perimyotis subflavus,T,Kentucky
Northern Brook Lamprey,Ichthyomyzon fossor,T,Kentucky
Blackside Dace,Chrosomus cumberlandensis,T,Kentucky
Yellow-spotted Woodland Salamander,Plethodon pauleyi,E,Kentucky
Northern Harrier,Circus hudsonius,T,Kentucky
Hooded Merganser,Lophodytes cucullatus,T,Kentucky
Peregrine Falcon,Falco peregrinus,E,Kentucky
Brown Creeper,Certhia americana,T,Kentucky
Common Raven,Corvus corax,T,Kentucky
Blackburnian Warbler,Setophaga fusca,T,Kentucky
Golden-winged Warbler,Vermivora chrysoptera,E,Kentucky
Red-breasted Nuthatch,Sitta canadensis,E,Kentucky
Least Flycatcher,Empidonax minimus,E,Kentucky
Pied-billed Grebe,Podilymbus podiceps,E,Kentucky
Cumberland Papershell,Anodontoides denigratus,E,Kentucky
Pocketbook,Lampsilis ovata,E,Kentucky
Longclaw Crayfish,Cambarus buntingi,T,Kentucky
Gray Myotis,Myotis grisescens,T,Kentucky
Eastern Small-footed Myotis,Myotis leibii,T,Kentucky
Little Brown Bat,Myotis lucifugus,T,Kentucky
Northern Long-Eared Bat,Myotis septentrionalis,E,Kentucky
Tricolored Bat,Perimyotis subflavus,T,Kentucky
Eastern Slender Glass Lizard,Ophisaurus attenuatus longicaudus,T,Kentucky
Coal Skink,Plestiodon anthracinus,E,Kentucky
Northern Harrier,Circus hudsonius,T,Kentucky
Hooded Merganser,Lophodytes cucullatus,T,Kentucky
Blue-winged Teal,Spatula discors,T,Kentucky
Spotted Sandpiper,Actitis macularius,E,Kentucky
Peregrine Falcon,Falco peregrinus,E,Kentucky
American Coot,Fulica americana,E,Kentucky
Common Gallinule,Gallinula galeata,T,Kentucky
Brown Creeper,Certhia americana,T,Kentucky
Golden-winged Warbler,Vermivora chrysoptera,E,Kentucky
Vesper Sparrow,Pooecetes gramineus,E,Kentucky
Red-breasted Nuthatch,Sitta canadensis,E,Kentucky
Least Flycatcher,Empidonax minimus,E,Kentucky
Great Egret,Ardea alba,T,Kentucky
Little Blue Heron,Egretta caerulea,E,Kentucky
Black-crowned Night-heron,Nycticorax nycticorax,T,Kentucky
Pied-billed Grebe,Podilymbus podiceps,E,Kentucky
Short-eared Owl,Asio flammeus,E,Kentucky
Spectaclecase,Cumberlandia monodonta,E,Kentucky
Longsolid,Fusconaia subrotunda,T,Kentucky
Pink Mucket,Lampsilis abrupta,E,Kentucky
Pocketbook,Lampsilis ovata,E,Kentucky
Ring Pink,Obovaria retusa,E,Kentucky
Sheepnose,Plethobasus cyphyus,E,Kentucky
Pyramid Pigtoe,Pleurobema rubrum,E,Kentucky
Rabbitsfoot,Theliderma cylindrica,E,Kentucky
Eastern Small-footed Myotis,Myotis leibii,T,Kentucky
Little Brown Bat,Myotis lucifugus,T,Kentucky
Indiana Bat,Myotis sodalis,E,Kentucky
Tricolored Bat,Perimyotis subflavus,T,Kentucky
Vesper Sparrow,Pooecetes gramineus,E,Kentucky
Little Brown Bat,Myotis lucifugus,T,Kentucky
Northern Long-Eared Bat,Myotis septentrionalis,E,Kentucky
Lake Sturgeon,Acipenser fulvescens,E,Kentucky
Northern Harrier,Circus hudsonius,T,Kentucky
Spotted Sandpiper,Actitis macularius,E,Kentucky
Brown Creeper,Certhia americana,T,Kentucky
Golden-winged Warbler,Vermivora chrysoptera,E,Kentucky
Least Flycatcher,Empidonax minimus,E,Kentucky
Black-crowned Night-heron,Nycticorax nycticorax,T,Kentucky
Pied-billed Grebe,Podilymbus podiceps,E,Kentucky
Short-eared Owl,Asio flammeus,E,Kentucky
Little Spectaclecase,Leaunio lienosus,T,Kentucky
Salamander Mussel,Simpsonaias ambigua,T,Kentucky
Little Brown Bat,Myotis lucifugus,T,Kentucky
Northern Long-Eared Bat,Myotis septentrionalis,E,Kentucky
Tricolored Bat,Perimyotis subflavus,T,Kentucky
American Brook Lamprey,Lethenteron appendix,T,Kentucky
Northern Harrier,Circus hudsonius,T,Kentucky
Hooded Merganser,Lophodytes cucullatus,T,Kentucky
Northern Shoveler,Spatula clypeata,E,Kentucky
Blue-winged Teal,Spatula discors,T,Kentucky
Spotted Sandpiper,Actitis macularius,E,Kentucky
Peregrine Falcon,Falco peregrinus,E,Kentucky
American Coot,Fulica americana,E,Kentucky
Brown Creeper,Certhia americana,T,Kentucky
Golden-winged Warbler,Vermivora chrysoptera,E,Kentucky
Red-breasted Nuthatch,Sitta canadensis,E,Kentucky
Pied-billed Grebe,Podilymbus podiceps,E,Kentucky
Short-eared Owl,Asio flammeus,E,Kentucky
Long-eared Owl,Asio otus,E,Kentucky
Coal Skink,Plestiodon anthracinus,E,Kentucky
Lake Sturgeon,Acipenser fulvescens,E,Kentucky
Northern Harrier,Circus hudsonius,T,Kentucky
Hooded Merganser,Lophodytes cucullatus,T,Kentucky
Peregrine Falcon,Falco peregrinus,E,Kentucky
Great Egret,Ardea alba,T,Kentucky
Pied-billed Grebe,Podilymbus podiceps,E,Kentucky
Elktoe,Alasmidonta marginata,T,Kentucky
Fanshell,Cyprogenia stegaria,E,Kentucky
Northern Riffleshell,Epioblasma rangiana,E,Kentucky
Snuffbox,Epioblasma triquetra,E,Kentucky
Longsolid,Fusconaia subrotunda,T,Kentucky
Pink Mucket,Lampsilis abrupta,E,Kentucky
Pocketbook,Lampsilis ovata,E,Kentucky
Round Hickorynut,Obovaria subrotunda,T,Kentucky
Clubshell,Pleurobema clava,E,Kentucky
Salamander Mussel,Simpsonaias ambigua,T,Kentucky
Rabbitsfoot,Theliderma cylindrica,E,Kentucky
Little Brown Bat,Myotis lucifugus,T,Kentucky
Northern Long-Eared Bat,Myotis septentrionalis,E,Kentucky
Indiana Bat,Myotis sodalis,E,Kentucky
Tricolored Bat,Perimyotis subflavus,T,Kentucky
Western Sand Darter,Ammocrypta clara,E,Kentucky
Kentucky Arrow Darter,Etheostoma spilotum,T,Kentucky
Spotted Darter,Nothonotus maculatus,T,Kentucky
Northern Harrier,Circus hudsonius,T,Kentucky
Hooded Merganser,Lophodytes cucullatus,T,Kentucky
Spotted Sandpiper,Actitis macularius,E,Kentucky
Peregrine Falcon,Falco peregrinus,E,Kentucky
American Coot,Fulica americana,E,Kentucky
Brown Creeper,Certhia americana,T,Kentucky
Common Raven,Corvus corax,T,Kentucky
Red-breasted Nuthatch,Sitta canadensis,E,Kentucky
Pied-billed Grebe,Podilymbus podiceps,E,Kentucky
Pocketbook,Lampsilis ovata,E,Kentucky
Round Hickorynut,Obovaria subrotunda,T,Kentucky
Salamander Mussel,Simpsonaias ambigua,T,Kentucky
Eastern Small-footed Myotis,Myotis leibii,T,Kentucky
Little Brown Bat,Myotis lucifugus,T,Kentucky
Northern Long-Eared Bat,Myotis septentrionalis,E,Kentucky
Indiana Bat,Myotis sodalis,E,Kentucky
Tricolored Bat,Perimyotis subflavus,T,Kentucky
Northern Brook Lamprey,Ichthyomyzon fossor,T,Kentucky
American Brook Lamprey,Lethenteron appendix,T,Kentucky
Coal Skink,Plestiodon anthracinus,E,Kentucky
Northern Harrier,Circus hudsonius,T,Kentucky
Spotted Sandpiper,Actitis macularius,E,Kentucky
Great Egret,Ardea alba,T,Kentucky
Pied-billed Grebe,Podilymbus podiceps,E,Kentucky
Salamander Mussel,Simpsonaias ambigua,T,Kentucky
Gray Myotis,Myotis grisescens,T,Kentucky
Eastern Small-footed Myotis,Myotis leibii,T,Kentucky
Little Brown Bat,Myotis lucifugus,T,Kentucky
Northern Long-Eared Bat,Myotis septentrionalis,E,Kentucky
Indiana Bat,Myotis sodalis,E,Kentucky
Tricolored Bat,Perimyotis subflavus,T,Kentucky
Northern Harrier,Circus hudsonius,T,Kentucky
Hooded Merganser,Lophodytes cucullatus,T,Kentucky
Northern Shoveler,Spatula clypeata,E,Kentucky
Spotted Sandpiper,Actitis macularius,E,Kentucky
Peregrine Falcon,Falco peregrinus,E,Kentucky
American Coot,Fulica americana,E,Kentucky
Brown Creeper,Certhia americana,T,Kentucky
Vesper Sparrow,Pooecetes gramineus,E,Kentucky
Red-breasted Nuthatch,Sitta canadensis,E,Kentucky
Least Flycatcher,Empidonax minimus,E,Kentucky
Great Egret,Ardea alba,T,Kentucky
Yellow-crowned Night-heron,Nyctanassa violacea,T,Kentucky
Pied-billed Grebe,Podilymbus podiceps,E,Kentucky
Short-eared Owl,Asio flammeus,E,Kentucky
Longsolid,Fusconaia subrotunda,T,Kentucky
Pocketbook,Lampsilis ovata,E,Kentucky
Little Spectaclecase,Leaunio lienosus,T,Kentucky
Round Hickorynut,Obovaria subrotunda,T,Kentucky
Clubshell,Pleurobema clava,E,Kentucky
Pyramid Pigtoe,Pleurobema rubrum,E,Kentucky
Purple Lilliput,Toxolasma lividum,E,Kentucky
Louisville Crayfish,Faxonius jeffersoni,E,Kentucky
Gray Myotis,Myotis grisescens,T,Kentucky
Little Brown Bat,Myotis lucifugus,T,Kentucky
Northern Long-Eared Bat,Myotis septentrionalis,E,Kentucky
Indiana Bat,Myotis sodalis,E,Kentucky
Tricolored Bat,Perimyotis subflavus,T,Kentucky
Southeastern Crowned Snake,Tantilla coronata,T,Kentucky
Redspotted Sunfish,Lepomis miniatus,T,Kentucky
Lake Chubsucker,Erimyzon sucetta,T,Kentucky
Cypress Minnow,Hybognathus hayi,E,Kentucky
Western Sand Darter,Ammocrypta clara,E,Kentucky
Spotted Darter,Nothonotus maculatus,T,Kentucky
Northern Harrier,Circus hudsonius,T,Kentucky
Brown Creeper,Certhia americana,T,Kentucky
Golden-winged Warbler,Vermivora chrysoptera,E,Kentucky
Great Egret,Ardea alba,T,Kentucky
Spectaclecase,Cumberlandia monodonta,E,Kentucky
Fanshell,Cyprogenia stegaria,E,Kentucky
Catspaw,Epioblasma obliquata,E,Kentucky
Snuffbox,Epioblasma triquetra,E,Kentucky
Longsolid,Fusconaia subrotunda,T,Kentucky
Pink Mucket,Lampsilis abrupta,E,Kentucky
Pocketbook,Lampsilis ovata,E,Kentucky
Little Spectaclecase,Leaunio lienosus,T,Kentucky
Ring Pink,Obovaria retusa,E,Kentucky
Round Hickorynut,Obovaria subrotunda,T,Kentucky
Orangefoot Pimpleback,Plethobasus cooperianus,E,Kentucky
Sheepnose,Plethobasus cyphyus,E,Kentucky
Clubshell,Pleurobema clava,E,Kentucky
Rough Pigtoe,Pleurobema plenum,E,Kentucky
Pyramid Pigtoe,Pleurobema rubrum,E,Kentucky
Rabbitsfoot,Theliderma cylindrica,E,Kentucky
Purple Lilliput,Toxolasma lividum,E,Kentucky
Gray Myotis,Myotis grisescens,T,Kentucky
Northern Long-Eared Bat,Myotis septentrionalis,E,Kentucky
Tricolored Bat,Perimyotis subflavus,T,Kentucky
American Brook Lamprey,Lethenteron appendix,T,Kentucky
Copperbelly Watersnake,Nerodia erythrogaster neglecta,T,Kentucky
Lake Chubsucker,Erimyzon sucetta,T,Kentucky
Northern Harrier,Circus hudsonius,T,Kentucky
Hooded Merganser,Lophodytes cucullatus,T,Kentucky
Blue-winged Teal,Spatula discors,T,Kentucky
Spotted Sandpiper,Actitis macularius,E,Kentucky
Pied-billed Grebe,Podilymbus podiceps,E,Kentucky
Alligator Snapping Turtle,Macrochelys temminckii,E,Kentucky
Kentucky Crayfish,Faxonius kentuckiensis,T,Kentucky
Gray Myotis,Myotis grisescens,T,Kentucky
Little Brown Bat,Myotis lucifugus,T,Kentucky
Northern Long-Eared Bat,Myotis septentrionalis,E,Kentucky
Tricolored Bat,Perimyotis subflavus,T,Kentucky
Copperbelly Watersnake,Nerodia erythrogaster neglecta,T,Kentucky
Southeastern Crowned Snake,Tantilla coronata,T,Kentucky
Mississippi Silverside,Menidia audens,T,Kentucky
Dollar Sunfish,Lepomis marginatus,E,Kentucky
Blotched Chub,Erimystax insignis,E,Kentucky
Central Mudminnow,Umbra limi,T,Kentucky
Goldstripe Darter,Etheostoma parvipinne,E,Kentucky
Cypress Darter,Etheostoma proeliare,T,Kentucky
Slender Madtom,Noturus exilis,E,Kentucky
Three-toed Amphiuma,Amphiuma tridactylum,E,Kentucky
Three-lined Salamander,Eurycea guttolineata,T,Kentucky
Northern Harrier,Circus hudsonius,T,Kentucky
Hooded Merganser,Lophodytes cucullatus,T,Kentucky
Northern Shoveler,Spatula clypeata,E,Kentucky
Blue-winged Teal,Spatula discors,T,Kentucky
Interior Least Tern,Sternula antillarum athalassos,E,Kentucky
Spotted Sandpiper,Actitis macularius,E,Kentucky
Peregrine Falcon,Falco peregrinus,E,Kentucky
American Coot,Fulica americana,E,Kentucky
Brown Creeper,Certhia americana,T,Kentucky
Golden-winged Warbler,Vermivora chrysoptera,E,Kentucky
Bachman's Sparrow,Peucaea aestivalis,E,Kentucky
Vesper Sparrow,Pooecetes gramineus,E,Kentucky
Red-breasted Nuthatch,Sitta canadensis,E,Kentucky
Least Flycatcher,Empidonax minimus,E,Kentucky
Great Egret,Ardea alba,T,Kentucky
Little Blue Heron,Egretta caerulea,E,Kentucky
Snowy Egret,Egretta thula,E,Kentucky
Yellow-crowned Night-heron,Nyctanassa violacea,T,Kentucky
Black-crowned Night-heron,Nycticorax nycticorax,T,Kentucky
Pied-billed Grebe,Podilymbus podiceps,E,Kentucky
Pocketbook,Lampsilis ovata,E,Kentucky
Purple Lilliput,Toxolasma lividum,E,Kentucky
Alligator Snapping Turtle,Macrochelys temminckii,E,Kentucky
Blood River Crayfish,Faxonius burri,T,Kentucky
Warpaint Mudbug,Lacunicambarus erythrodactylus,T,Kentucky
Gray Myotis,Myotis grisescens,T,Kentucky
Little Brown Bat,Myotis lucifugus,T,Kentucky
Northern Long-Eared Bat,Myotis septentrionalis,E,Kentucky
Indiana Bat,Myotis sodalis,E,Kentucky
Tricolored Bat,Perimyotis subflavus,T,Kentucky
Cotton Mouse,Peromyscus gossypinus,T,Kentucky
Southern Brook Lamprey,Ichthyomyzon gagei,E,Kentucky
Scarlet Kingsnake,Lampropeltis elapsoides,E,Kentucky
Eastern Pinesnake,Pituophis melanoleucus,E,Kentucky
Southeastern Crowned Snake,Tantilla coronata,T,Kentucky
Coal Skink,Plestiodon anthracinus,E,Kentucky
Western Pygmy Rattlesnake,Sistrurus miliarius streckeri,E,Kentucky
Lake Sturgeon,Acipenser fulvescens,E,Kentucky
Hooded Merganser,Lophodytes cucullatus,T,Kentucky
Spotted Sandpiper,Actitis macularius,E,Kentucky
Peregrine Falcon,Falco peregrinus,E,Kentucky
Brown Creeper,Certhia americana,T,Kentucky
Red-breasted Nuthatch,Sitta canadensis,E,Kentucky
Great Egret,Ardea alba,T,Kentucky
Black-crowned Night-heron,Nycticorax nycticorax,T,Kentucky
Pied-billed Grebe,Podilymbus podiceps,E,Kentucky
Elktoe,Alasmidonta marginata,T,Kentucky
Fanshell,Cyprogenia stegaria,E,Kentucky
Catspaw,Epioblasma obliquata,E,Kentucky
Northern Riffleshell,Epioblasma rangiana,E,Kentucky
Longsolid,Fusconaia subrotunda,T,Kentucky
Pink Mucket,Lampsilis abrupta,E,Kentucky
Pocketbook,Lampsilis ovata,E,Kentucky
Ring Pink,Obovaria retusa,E,Kentucky
Sheepnose,Plethobasus cyphyus,E,Kentucky
Clubshell,Pleurobema clava,E,Kentucky
Salamander Mussel,Simpsonaias ambigua,T,Kentucky
Little Brown Bat,Myotis lucifugus,T,Kentucky
Northern Long-Eared Bat,Myotis septentrionalis,E,Kentucky
Mississippi Silverside,Menidia audens,T,Kentucky
Dollar Sunfish,Lepomis marginatus,E,Kentucky
Redspotted Sunfish,Lepomis miniatus,T,Kentucky
Lake Chubsucker,Erimyzon sucetta,T,Kentucky
Cypress Minnow,Hybognathus hayi,E,Kentucky
Taillight Shiner,Notropis maculatus,T,Kentucky
Central Mudminnow,Umbra limi,T,Kentucky
Cypress Darter,Etheostoma proeliare,T,Kentucky
Northern Harrier,Circus hudsonius,T,Kentucky
Hooded Merganser,Lophodytes cucullatus,T,Kentucky
Blue-winged Teal,Spatula discors,T,Kentucky
Interior Least Tern,Sternula antillarum athalassos,E,Kentucky
Spotted Sandpiper,Actitis macularius,E,Kentucky
Common Gallinule,Gallinula galeata,T,Kentucky
King Rail,Rallus elegans,E,Kentucky
Blackburnian Warbler,Setophaga fusca,T,Kentucky
Golden-winged Warbler,Vermivora chrysoptera,E,Kentucky
Least Flycatcher,Empidonax minimus,E,Kentucky
Great Egret,Ardea alba,T,Kentucky
Little Blue Heron,Egretta caerulea,E,Kentucky
Snowy Egret,Egretta thula,E,Kentucky
Least Bittern,Ixobrychus exilis,T,Kentucky
Yellow-crowned Night-heron,Nyctanassa violacea,T,Kentucky
Little Spectaclecase,Leaunio lienosus,T,Kentucky
Fat Pocketbook,Potamilus capax,T,Kentucky
Bleufer,Potamilus purpuratus,E,Kentucky
Texas Lilliput,Toxolasma texasiense,T,Kentucky
Alligator Snapping Turtle,Macrochelys temminckii,E,Kentucky
Shrimp Crayfish,Faxonius lancifer,E,Kentucky
Gray-speckled Crayfish,Faxonius palmeri palmeri,E,Kentucky
